Stress_Level,Sector,Increased_Work_Hours,Work_From_Home,Hours_Worked_Per_Day,Meetings_Per_Day,Productivity_Change,Health_Issue,Job_Security,Childcare_Responsibilities,Commuting_Changes,Technology_Adaptation,Salary_Changes,Team_Collaboration_Challenges,Affected_by_Covid
High,IT,0,1,5.756,1.999,0,0,0,1,0,1,1,1,1
Medium,Healthcare,0,1,7.893,654.467,0,1,0,0,1,1,0,1,1
Medium,Education,0,1,620.301,4.945,1,0,1,0,0,1,0,1,1
High,Education,0,1,7.458,5.508,0,0,0,0,0,1,0,0,1
High,IT,0,1,10.685,38.745,0,1,0,0,1,1,0,1,1
Medium,Healthcare,1,1,745.898,37.539,0,1,0,1,1,0,0,0,1
Low,Education,0,1,11.541,4.735,0,0,0,1,0,1,1,1,1
High,Education,1,1,1.086,12.479,1,0,0,1,0,1,0,1,1
Medium,Retail,1,0,6.841,2.328,0,1,1,1,1,1,0,1,1
High,Education,0,1,5.777,2.803,0,0,1,0,0,1,0,1,1
Medium,Healthcare,1,1,7.894,33.181,1,0,1,1,1,0,0,1,1
High,Education,1,1,10.306,2.68,1,1,0,0,0,0,0,1,1
High,IT,0,1,7.019,4.499,1,0,0,0,1,1,0,1,1
Medium,Education,1,1,9.816,41.221,0,1,0,1,0,0,0,1,1
High,Healthcare,1,1,10.416,6.089,0,0,1,0,0,1,0,1,1
Medium,Retail,1,1,6.451,77.106,1,0,0,0,1,0,1,0,1
Low,Healthcare,1,1,6.647,21.057,0,0,0,0,0,1,0,0,1
Medium,IT,1,0,9.425,4.22,0,0,0,0,0,0,0,0,1
Medium,IT,0,0,8.303,4.218,1,0,0,1,1,0,0,0,1
High,Healthcare,0,1,6.627,39.787,0,0,1,1,0,1,0,0,1
Medium,Retail,1,1,7.295,23.727,1,0,0,0,0,0,0,1,1
Medium,Healthcare,1,1,7.858,26.242,1,1,1,1,0,1,0,1,1
High,Healthcare,1,1,4.87,4.36,0,0,1,1,0,1,0,1,1
Medium,Education,1,1,953.128,25.819,0,0,1,0,1,1,0,0,1
Medium,IT,1,1,7.042,4.238,0,0,0,1,1,1,0,0,1
Low,Education,1,1,24.325,36.31,0,1,0,0,0,1,0,1,1
Low,Healthcare,1,0,7.952,4.212,1,1,1,1,1,0,1,0,1
Low,IT,1,1,6.516,2.57,1,0,1,1,0,1,0,1,1
Medium,Healthcare,1,1,11.377,4.236,0,1,1,0,1,1,0,0,1
Medium,IT,1,1,6.829,26.785,0,0,0,1,0,0,0,1,1
Low,IT,1,1,5.804,4.241,0,0,0,0,1,1,1,1,1
Low,IT,1,1,9.015,60.09,1,0,0,1,1,1,0,1,1
High,Retail,0,0,6.679,4.391,1,1,0,1,0,0,0,1,1
High,Retail,1,1,6.441,4.482,0,0,0,0,0,0,0,0,1
Medium,Education,1,0,9.019,5.225,1,1,1,0,0,0,0,1,1
Low,Education,1,0,5.919,18.946,0,1,0,1,1,1,0,0,1
High,Healthcare,0,1,5.085,6.578,0,0,0,1,0,1,1,1,1
Medium,IT,1,0,11.451,24.166,0,0,0,1,1,1,0,1,1
Low,IT,1,1,915.899,5.319,1,0,0,1,1,1,0,1,1
Medium,IT,0,1,747.158,5.12,0,1,0,0,0,1,0,0,1
Low,Education,1,1,7.993,26.467,1,0,1,1,1,1,1,1,1
High,Healthcare,0,0,9.011,5.513,0,0,1,1,1,0,0,1,1
High,Healthcare,1,1,9.946,4.746,1,0,0,0,1,0,0,1,1
Medium,Healthcare,1,1,6.488,68.349,0,0,1,1,0,0,0,0,1
Medium,IT,1,1,8.732,4.29,0,1,0,1,0,1,0,0,1
Medium,Education,1,1,6.986,38.371,0,0,1,0,0,0,0,0,1
High,Education,1,1,7.622,32.278,1,0,0,1,1,1,0,0,1
Medium,IT,1,1,8.321,13.849,1,0,0,0,0,1,0,1,1
Low,Retail,0,1,7.986,35.226,0,0,0,1,1,1,0,1,1
Medium,Education,1,0,9.471,35.861,0,0,0,1,0,1,0,1,1
Medium,Education,1,1,8.974,4.393,1,0,0,1,1,0,1,1,1
High,Education,1,1,4.983,18.653,0,0,1,0,1,1,0,1,1
High,Education,1,0,5.284,36.414,1,0,0,1,0,1,0,1,1
Medium,Retail,1,1,72.605,4.864,1,0,0,0,0,0,0,1,1
Low,IT,0,1,1.165,5.013,1,0,1,1,1,0,0,1,1
Medium,Retail,1,1,6.296,12.102,1,1,1,1,1,1,0,1,1
High,Retail,0,1,7.583,5.059,1,0,0,0,0,1,0,1,1
Medium,Retail,1,1,6.927,3.63,0,0,0,0,0,1,0,1,1
Medium,Education,1,1,68.919,3.722,0,0,1,1,0,1,1,1,1
Low,IT,1,1,835.647,45.322,0,1,1,0,1,0,0,1,1
Medium,IT,1,0,10.801,624.035,1,0,1,0,1,1,0,0,1
High,IT,0,1,8.911,4.265,1,0,0,1,0,0,0,1,1
Medium,Healthcare,0,0,6.392,17.028,0,1,0,1,0,0,0,1,1
Medium,IT,1,0,13.506,45.628,1,0,0,0,1,1,0,1,1
High,Education,1,1,815.714,4.516,0,1,0,1,0,1,0,1,1
High,Education,0,1,6.845,5.833,1,0,1,0,0,0,0,1,1
Low,Healthcare,0,1,10.824,3.535,0,1,1,1,1,1,0,1,1
Medium,IT,1,1,7.061,4.017,1,0,1,1,0,1,0,1,1
High,Healthcare,0,1,11.325,3.035,0,1,0,0,0,1,0,1,1
Medium,Education,1,1,6.258,4.896,1,1,0,0,0,1,1,0,1
Medium,Education,1,1,10.86,28.247,0,0,1,0,0,1,0,1,1
Medium,Healthcare,0,1,8.402,26.605,0,1,1,1,0,1,0,1,1
Low,Education,0,1,10.582,3.898,1,1,0,0,0,1,0,1,1
Low,Education,1,1,1.18,21.612,1,0,1,0,1,0,0,1,1
Medium,Education,1,1,5.734,6.403,1,1,0,0,1,0,0,1,1
Medium,Healthcare,1,1,10.551,6.89,1,0,0,0,0,1,1,1,1
High,Retail,1,1,518.219,33.196,1,0,0,1,1,1,0,0,1
Medium,Healthcare,1,1,5.905,1.92,1,0,0,1,1,1,0,1,1
Medium,Healthcare,1,1,63.931,4.504,1,1,0,0,1,0,0,1,1
Medium,IT,1,1,9.007,3.276,1,1,1,0,1,1,0,1,1
Medium,IT,1,1,806.603,5.762,1,1,1,0,1,1,0,1,1
High,Healthcare,0,1,7.665,28.192,1,0,0,0,1,0,0,1,1
High,Education,1,1,8.292,4.816,1,1,1,0,0,1,0,0,1
Medium,Healthcare,1,1,9.182,4.17,1,0,0,1,1,0,0,1,1
Low,Education,1,1,9.336,29.856,0,0,1,1,1,1,0,1,1
High,Education,1,1,10.188,4.36,1,0,0,0,1,1,0,1,1
Medium,IT,0,1,1.164,53.177,0,1,0,0,1,0,0,0,1
High,Retail,1,1,7.957,41.302,0,0,1,0,0,1,0,1,1
High,Retail,0,1,6.957,4.145,1,0,1,1,0,0,0,1,1
Medium,Healthcare,1,1,9.227,26.908,1,0,0,1,1,1,0,1,1
Medium,IT,0,0,5.711,5.716,0,0,1,1,0,0,1,1,1
High,Retail,0,1,6.642,5.566,0,0,0,1,0,1,0,1,1
High,Retail,1,1,999.876,3.384,0,0,1,1,0,0,0,1,1
High,Healthcare,1,1,77.517,38.135,0,0,1,1,1,0,0,0,1
Medium,Healthcare,1,1,5.583,612.133,0,0,0,0,0,1,0,1,1
High,IT,1,1,5.02,2.299,0,1,1,1,1,1,0,1,1
High,Healthcare,1,0,8.097,4.906,0,0,0,0,0,1,1,0,1
High,Education,1,1,1.028,31.62,1,0,0,1,1,1,1,0,1
Low,Retail,0,1,10.257,6.667,0,1,0,1,0,1,0,1,1
Medium,Healthcare,1,1,8.221,4.095,0,0,1,1,1,0,0,0,1
Medium,Healthcare,0,1,12.017,5.89,1,0,0,1,0,1,0,0,1
Medium,IT,1,1,7.79,2.858,1,0,0,0,1,0,0,1,1
Medium,IT,0,1,7.722,2.127,0,0,1,0,0,0,1,1,1
Low,Education,1,1,28.651,3.648,0,0,1,0,0,1,0,1,1
Medium,Healthcare,0,1,7.105,43.94,1,0,1,0,1,1,1,1,1
Medium,Retail,1,0,9.704,32.339,0,0,1,1,1,0,0,1,1
High,Retail,1,1,11.127,5.137,1,0,0,0,0,1,0,0,1
Medium,Education,1,1,633.953,3.685,0,1,1,1,1,0,0,1,1
Medium,Education,0,1,8.924,8.778,1,0,1,1,0,0,0,1,1
High,Education,1,0,10.093,4.829,1,0,1,0,1,0,0,1,1
Medium,IT,0,1,8.022,26.761,0,1,0,1,0,1,0,1,1
High,Healthcare,1,1,34.334,34.576,0,0,0,1,1,0,0,0,1
Medium,Education,1,1,8.494,6.329,1,0,0,0,0,1,0,1,1
Medium,Healthcare,1,1,9.522,6.659,0,1,1,1,0,0,0,1,1
Low,Education,1,1,6.105,3.136,0,1,0,1,1,0,0,1,1
High,Retail,1,1,7.491,486.667,0,0,0,0,1,1,0,0,1
High,IT,1,0,5.689,3.171,1,1,1,1,1,0,0,1,1
High,Retail,1,1,28.597,35.696,1,0,1,1,0,1,0,1,1
Low,Education,0,0,10.054,3.091,0,0,0,0,1,0,0,1,1
High,Healthcare,1,1,7.992,14.134,1,0,0,1,0,1,0,1,1
High,Retail,1,1,11.195,4.142,1,1,1,0,0,1,0,0,1
Medium,Retail,1,1,9.714,443.224,1,0,0,0,1,1,0,1,1
Medium,Retail,1,1,7.291,29.934,1,0,1,0,0,0,0,1,1
High,IT,1,0,7.833,5.631,1,0,1,1,0,0,0,1,1
Medium,Education,0,1,9.132,33.458,1,0,1,0,0,0,0,1,1
Medium,Education,0,0,9.933,30.441,0,0,0,0,1,0,0,1,1
Medium,Healthcare,1,1,8.645,47.897,0,1,0,0,1,0,0,0,1
Medium,IT,1,0,10.211,16.859,0,0,1,1,1,1,0,1,1
Medium,IT,1,1,7.406,5.36,1,0,0,1,0,1,1,1,1
Medium,Healthcare,0,1,6.005,3.396,0,0,1,0,1,0,0,1,1
Medium,IT,1,1,787.038,5.483,1,0,0,0,1,0,0,0,1
High,Retail,1,0,8.41,59.321,0,0,1,1,0,1,1,0,1
High,IT,1,0,5.596,4.96,0,0,0,0,0,1,0,1,1
High,Retail,1,0,5.326,2.782,0,1,0,0,1,1,1,1,1
Medium,Healthcare,1,1,8.894,21.237,1,0,1,1,1,1,0,1,1
High,Healthcare,1,1,7.187,18.488,0,0,1,1,0,1,0,1,1
Medium,Retail,1,1,7.668,5.654,1,0,1,0,0,1,0,1,1
Medium,Healthcare,0,1,72.806,3.797,0,0,0,1,1,1,0,1,1
Medium,Retail,1,1,11.041,31.011,1,0,0,0,0,1,0,1,1
Medium,Retail,1,1,1.052,38.018,0,1,1,0,0,1,0,1,1
Medium,Retail,1,1,5.525,5.62,0,1,0,0,1,0,0,1,1
High,IT,0,1,6.934,5.168,1,0,1,0,1,0,0,1,1
High,Education,1,0,9.7,4.657,0,1,1,1,0,1,0,1,1
Medium,Education,1,1,9.203,4.956,0,1,1,1,0,0,0,1,1
Medium,Education,1,1,7.917,4.27,1,0,0,0,0,0,0,1,1
Medium,IT,1,1,5.724,4.453,1,0,1,0,0,1,0,1,1
Medium,Retail,0,1,6.634,4.331,1,0,0,1,0,0,1,0,1
High,Education,0,1,6.966,39.999,1,0,0,0,0,1,0,1,1
Medium,Retail,1,1,85.539,5.13,1,0,0,0,1,0,0,0,1
High,Healthcare,0,1,11.407,4.541,0,1,0,1,0,0,0,1,1
Medium,IT,1,1,6.626,2.678,1,0,1,1,0,0,0,0,1
Low,Retail,0,1,594.792,479.331,1,0,0,0,1,1,0,1,1
Medium,Retail,1,1,7.782,4.37,0,0,0,0,1,1,0,0,1
Medium,Healthcare,1,1,10.063,4.917,1,0,0,0,0,1,0,0,1
High,Education,1,1,5.106,3.843,0,0,1,0,0,1,0,1,1
Low,Healthcare,1,1,10.907,5.217,0,1,0,0,0,1,0,1,1
Medium,Education,1,1,7.655,39.078,0,1,0,0,0,1,1,1,1
High,Education,1,1,6.531,5.085,0,1,0,1,0,0,0,1,1
Medium,Education,1,1,4.799,33.152,1,0,0,0,0,0,1,0,1
High,IT,0,0,9.413,3.419,0,1,0,1,0,1,1,0,1
Medium,IT,0,1,7.657,4.903,0,0,1,0,0,1,0,0,1
Low,Education,1,0,8.341,35.023,0,0,1,0,0,1,0,1,1
Medium,Retail,1,1,6.198,7.308,0,0,0,0,1,1,0,1,1
Medium,IT,1,1,7.361,484.966,0,0,1,1,1,1,0,1,1
Medium,IT,1,1,7.026,4.037,1,0,0,1,1,0,0,0,1
Low,IT,1,0,7.798,5.229,0,0,1,0,0,0,1,1,1
Low,IT,1,1,6.66,32.789,0,0,0,0,0,0,1,0,1
Low,IT,1,1,4.931,53.845,1,0,0,0,1,0,0,1,1
Medium,IT,0,1,13.456,53.428,1,0,1,0,0,0,1,1,1
High,Education,0,0,5.273,5.88,0,0,1,1,0,1,0,1,1
Medium,Healthcare,1,1,8.362,3.338,1,0,0,1,1,0,0,1,1
Medium,Healthcare,0,1,44.559,2.165,1,0,0,0,0,1,1,1,1
High,Retail,1,0,400.59,30.847,0,0,1,1,1,1,1,1,1
Medium,Education,1,1,8.195,35.775,1,1,0,0,1,0,0,1,1
High,IT,0,1,8.348,6.5,0,0,0,1,0,1,0,1,1
Medium,Education,1,1,10.522,7.292,0,0,1,1,1,0,0,1,1
Low,IT,1,1,8.799,4.516,0,0,0,0,1,1,0,0,1
Medium,Education,1,1,7.7,4.014,1,0,0,0,1,0,0,1,1
High,IT,0,1,6.1,34.751,1,0,1,0,1,1,0,0,1
Medium,Retail,1,1,10.998,5.237,0,1,0,0,0,1,1,0,1
High,Healthcare,1,1,9.857,7.282,0,0,1,0,1,0,0,0,1
Medium,Healthcare,1,0,5.507,6.678,0,0,1,1,0,0,0,1,1
Medium,Healthcare,1,1,807.592,5.706,0,1,0,0,0,1,0,0,1
High,Retail,1,1,8.288,5.684,1,0,0,0,1,0,0,1,1
Low,IT,1,1,7.308,5.248,1,1,1,0,0,1,0,1,1
High,IT,1,1,9.543,39.29,0,0,0,1,1,1,0,1,1
Medium,Education,1,1,9.663,28.951,0,1,1,0,1,1,0,1,1
Low,Retail,1,1,7.619,3.968,1,0,0,1,0,0,0,1,1
Low,Education,0,0,74.382,463.35,1,0,0,1,0,1,0,1,1
High,Healthcare,0,1,10.997,18.195,0,1,1,1,0,0,0,0,1
Medium,Healthcare,1,1,9.865,37.705,0,0,1,0,1,1,1,1,1
Low,IT,1,1,8.144,27.611,0,0,1,0,1,0,0,1,1
Medium,IT,1,0,4.741,5.52,1,0,0,1,1,1,1,1,1
Medium,IT,0,1,8.688,3.175,0,0,0,1,0,0,0,1,1
Low,Healthcare,0,0,9.396,4.492,0,0,0,1,1,1,0,1,1
Low,Education,0,1,2.49,2.949,0,1,0,0,0,0,0,1,1
High,IT,1,0,8.503,6.396,0,0,1,0,0,1,0,1,1
High,Retail,1,1,7.166,14.488,1,0,1,0,0,1,1,1,1
High,Healthcare,1,1,7.558,471.376,0,1,1,1,1,1,1,1,1
Low,Healthcare,1,1,6.185,20.841,0,0,0,0,1,1,1,1,1
High,Education,1,1,7.703,32.36,0,0,0,0,0,0,0,1,1
Medium,Retail,1,1,10.783,4.309,0,0,0,0,0,0,0,0,1
Medium,Education,1,1,7.107,4.383,0,0,1,1,1,0,0,1,1
Low,Education,1,1,9.931,4.343,1,0,1,0,1,1,0,1,1
High,Education,1,1,638.733,42.276,0,0,1,1,0,1,0,1,1
High,Healthcare,1,1,9.517,30.372,0,1,1,0,0,1,1,1,1
High,Retail,1,1,8.003,37.539,1,0,1,0,0,1,0,0,1
Low,Retail,1,1,8.704,4.047,1,0,1,0,0,1,1,0,1
High,Healthcare,0,1,8.014,4.293,0,0,1,1,0,1,0,0,1
Medium,Retail,1,1,9.283,39.014,0,0,0,0,0,1,0,1,1
Low,IT,1,0,2.864,50.943,1,0,1,1,1,1,0,0,1
Medium,IT,0,1,5.16,4.14,0,0,0,1,1,1,1,1,1
Medium,Healthcare,1,1,8.834,43.019,1,0,1,0,1,1,0,1,1
High,Education,1,1,39.129,3.426,1,0,1,1,1,1,0,1,1
High,IT,1,1,6.938,24.213,1,1,1,1,1,1,0,1,1
Medium,Education,1,1,78.913,42.31,0,0,1,0,0,1,0,1,1
Medium,Healthcare,1,1,6.343,5.811,0,1,1,0,0,1,1,1,1
Medium,Healthcare,0,1,6.616,466.579,1,0,1,1,0,1,0,0,1
High,Healthcare,0,0,8.543,27.737,1,0,1,0,0,1,0,0,1
Low,IT,0,1,1.001,5.222,0,0,1,0,1,1,0,1,1
High,Education,0,1,6.083,34.973,0,0,0,1,1,1,0,0,1
Medium,Retail,0,0,684.988,5.071,1,0,0,0,0,1,0,1,1
Medium,Healthcare,0,1,653.747,34.468,1,1,0,0,1,1,0,1,1
Low,Healthcare,1,1,3.157,45.299,1,0,0,1,1,0,0,0,1
Medium,Healthcare,0,1,8.283,322.225,0,0,0,0,0,1,0,0,1
Low,IT,1,1,9.869,32.604,0,0,1,0,0,1,0,1,1
High,IT,1,1,10.033,16.506,0,0,1,0,0,1,1,1,1
Medium,Education,1,1,62.584,476.811,1,1,0,0,0,0,0,1,1
High,Education,1,1,54.966,4.555,0,0,1,1,0,1,0,0,1
Medium,Education,1,1,804.321,4.639,1,0,0,1,0,0,0,1,1
Medium,IT,0,0,9.658,4.412,0,0,1,1,1,1,0,1,1
High,IT,0,1,8.309,28.566,0,1,1,1,1,1,0,1,1
Medium,IT,0,0,8.578,544.884,1,0,1,1,1,1,1,1,1
Low,Education,0,1,10.283,5.489,1,0,0,1,1,1,0,1,1
Medium,IT,0,1,6.521,28.176,0,1,0,1,1,0,0,1,1
Medium,IT,0,1,756.005,4.798,0,1,1,0,1,0,0,1,1
Medium,Education,0,1,11.269,5.312,1,1,0,0,1,1,0,0,1
High,IT,1,1,7.606,3.294,1,1,0,0,0,0,0,1,1
High,Retail,0,1,5.465,3.555,1,0,0,0,0,1,0,0,1
Medium,Education,1,1,666.128,4.801,0,0,1,1,0,1,0,0,1
Low,IT,1,1,61.236,17.345,1,0,0,1,1,1,0,0,1
Low,Retail,1,1,871.432,2.367,1,1,1,0,0,1,0,1,1
Medium,Education,0,1,6.208,2.515,1,1,1,0,0,1,1,1,1
Medium,IT,1,1,854.206,13.055,1,0,1,1,0,1,0,1,1
Medium,Retail,1,0,6.527,562.74,1,0,0,1,0,1,0,1,1
Low,Healthcare,0,1,3.753,10.178,0,0,1,0,1,0,0,0,1
High,IT,1,1,8.613,4.514,0,1,0,0,0,1,0,1,1
Medium,IT,1,1,8.296,521.752,1,0,0,0,1,0,0,1,1
Low,IT,0,1,9.035,3.559,0,0,0,1,0,1,1,1,1
High,IT,0,1,6.654,29.974,1,0,0,1,1,0,1,1,1
Low,Healthcare,1,0,6.44,4.349,0,0,1,0,1,1,0,1,1
High,IT,1,0,8.802,4.002,0,1,0,0,1,1,1,0,1
High,Retail,0,1,11.038,5.505,0,0,1,0,1,0,1,0,1
High,Education,0,1,8.022,5.721,0,1,1,1,1,0,0,1,1
Medium,IT,1,1,884.917,26.219,1,0,0,1,1,1,1,1,1
Low,IT,1,1,7.356,4.842,0,0,0,1,1,1,0,0,1
Low,Education,1,1,491.273,407.567,0,1,1,1,1,1,1,1,1
Low,Education,1,1,9.934,5.128,1,1,0,1,0,0,0,1,1
High,IT,1,1,9.816,4.393,0,1,0,0,0,1,0,0,1
High,Retail,1,1,9.421,3.797,1,0,0,0,1,0,0,1,1
High,Healthcare,0,1,7.636,35.465,0,1,0,0,1,1,0,0,1
Medium,Healthcare,0,1,919.411,748.758,0,1,0,0,1,1,0,1,1
High,Healthcare,1,1,9.787,6.302,0,0,0,1,1,1,1,1,1
Low,Retail,1,1,11.24,4.743,1,0,1,1,1,1,0,1,1
High,Healthcare,1,1,9.977,41.176,1,0,1,0,1,0,0,0,1
Low,Education,1,1,8.127,4.807,1,1,0,0,1,0,0,0,1
High,Retail,0,1,5.383,5.24,0,0,0,0,1,0,0,1,1
Medium,IT,1,1,8.311,4.628,1,0,0,1,0,0,1,1,1
Low,IT,1,1,8.513,28.729,0,0,0,0,1,0,0,1,1
High,Education,1,1,9.418,6.676,1,0,0,0,1,0,0,1,1
High,Education,0,1,10.707,4.369,1,1,0,1,0,1,0,0,1
High,Healthcare,1,1,7.809,7.02,0,1,1,1,0,1,1,0,1
Medium,Healthcare,0,1,12.201,4.28,0,1,1,0,0,1,0,1,1
Medium,Retail,0,1,44.814,3.631,0,1,0,0,0,0,0,1,1
Low,Education,0,1,883.868,6.076,1,0,0,0,1,1,0,1,1
High,Education,1,1,64.029,4.451,1,1,0,1,0,0,0,1,1
Low,Retail,0,1,4.185,42.001,1,0,1,0,0,0,0,1,1
High,IT,1,0,7.596,21.994,1,1,0,0,1,1,0,0,1
Medium,Retail,1,1,5.085,4.99,1,0,0,1,1,1,0,1,1
Medium,Retail,0,1,76.771,32.6,0,0,1,0,0,0,0,1,1
High,Healthcare,1,1,8.069,3.328,1,0,1,0,1,0,0,0,1
Medium,Education,1,1,102.37,32.641,0,1,0,1,1,1,0,0,1
Medium,IT,0,1,4.984,4.658,1,0,1,1,1,0,0,1,1
Medium,Education,1,1,9.816,16.969,0,0,1,1,0,0,0,1,1
Low,Retail,1,1,8.196,36.837,0,0,0,0,1,1,1,0,1
Medium,Education,1,1,10.057,5.47,1,0,0,1,0,1,1,0,1
Low,Healthcare,1,1,7.136,21.314,1,1,1,0,1,1,0,1,1
Medium,Retail,0,1,533.551,4.259,1,0,1,0,1,1,0,1,1
Low,Education,0,1,5.565,30.529,1,0,0,0,1,1,0,0,1
High,Education,1,1,5.416,339.446,1,0,0,1,1,1,1,1,1
High,Healthcare,1,1,895.562,648.272,0,0,0,1,0,1,0,0,1
High,Healthcare,1,1,10.953,15.242,0,0,1,1,0,0,0,1,1
Low,Education,1,1,6.87,5.148,1,0,0,1,1,1,0,0,1
High,Healthcare,1,0,9.258,3.283,1,0,0,0,0,1,0,1,1
High,Education,1,1,495.311,3.208,0,1,0,0,1,1,0,1,1
Low,Education,0,1,8.36,23.326,0,0,1,0,1,1,1,1,1
High,Retail,1,1,9.337,5.13,1,0,1,0,0,0,0,1,1
Medium,Retail,0,0,5.103,37.128,1,0,0,1,0,0,1,1,1
Medium,IT,0,0,7.592,35.234,0,0,0,0,0,0,0,1,1
Medium,IT,0,1,9.431,4.164,0,0,0,0,1,1,0,0,1
Low,Education,0,1,21.324,37.445,1,0,0,1,0,1,0,1,1
High,Retail,0,0,10.67,9.989,0,1,1,0,1,1,0,0,1
Medium,IT,0,1,8.707,32.637,0,0,1,0,1,1,0,1,1
Medium,IT,1,1,9.433,5.343,1,0,0,0,0,1,0,0,1
Medium,Healthcare,0,1,71.745,17.4,0,0,1,1,0,1,0,1,1
High,Retail,1,0,4.554,23.65,0,1,1,1,0,1,0,1,1
Medium,Retail,1,0,9.068,3.359,0,0,0,1,1,1,1,0,1
High,Retail,1,1,7.834,2.911,0,1,1,0,1,1,1,1,1
Low,Education,0,1,806.423,3.958,1,1,1,0,0,1,1,1,1
High,IT,1,1,10.175,23.603,1,0,0,0,0,1,0,1,1
High,IT,1,0,9.524,34.182,0,1,1,0,1,0,0,0,1
Low,IT,1,1,11.842,3.928,0,1,0,1,1,0,1,1,1
Low,IT,1,1,8.307,4.973,0,0,1,0,1,1,1,1,1
Medium,Healthcare,0,1,6.617,58.671,0,0,0,0,0,1,0,1,1
Low,Healthcare,0,1,7.623,36.076,1,1,1,0,1,0,0,1,1
Low,Retail,1,1,8.831,68.32,0,0,0,0,1,1,1,0,1
Low,Healthcare,1,1,10.031,3.724,0,0,0,0,1,1,0,1,1
Medium,Retail,1,1,50.659,5.243,1,1,1,0,1,1,0,1,1
Medium,Education,1,1,8.017,6.897,0,1,1,1,0,1,0,1,1
Medium,Retail,0,0,11.219,42.089,0,0,0,0,0,0,0,0,1
Medium,Education,1,1,7.519,19.397,1,0,0,0,1,1,0,0,1
High,Healthcare,0,1,9.862,4.136,1,1,0,0,1,1,0,0,1
High,Healthcare,1,1,898.623,30.825,1,1,0,1,0,0,0,1,1
Medium,IT,1,0,991.172,3.588,1,1,1,1,0,1,0,1,1
Medium,IT,1,1,63.804,6.977,1,0,0,0,1,1,1,1,1
Medium,Retail,0,0,6.389,21.658,1,0,0,0,1,1,0,1,1
Medium,Healthcare,0,1,8.04,4.45,0,0,1,1,1,0,0,0,1
High,Healthcare,1,1,4.935,2.683,1,0,1,0,0,0,0,1,1
High,Healthcare,0,1,7.46,35.385,0,1,1,0,0,0,0,0,1
Medium,Healthcare,1,1,8.505,51.172,1,0,0,0,1,1,0,0,1
High,Retail,0,1,11.569,4.477,0,0,1,1,1,0,0,1,1
High,Education,1,1,8.805,36.624,0,0,1,0,1,0,0,1,1
Low,IT,1,0,9.25,3.025,0,0,0,0,0,0,0,0,1
High,Healthcare,0,1,10.328,4.474,0,0,1,1,1,0,1,0,1
Medium,Healthcare,1,0,6.07,6.561,0,0,1,0,0,1,0,1,1
Medium,Healthcare,0,1,7.669,26.479,1,0,0,0,1,1,0,0,1
Medium,Healthcare,0,0,12.85,6.867,0,0,0,1,1,1,0,1,1
Low,IT,1,1,7.841,5.799,1,0,1,0,0,1,1,0,1
High,Retail,0,1,10.232,60.54,1,0,0,1,0,0,0,1,1
High,Healthcare,1,1,9.927,4.462,1,0,0,1,1,0,0,1,1
Medium,Retail,0,1,5.043,5.756,0,1,1,1,1,1,0,1,1
Medium,Education,1,0,8.62,24.867,1,0,0,0,0,0,0,1,1
Medium,Healthcare,1,1,8.293,29.979,1,0,1,0,0,1,1,1,1
High,Education,1,1,865.991,5.148,1,0,1,0,1,1,0,0,1
Low,Healthcare,1,1,649.177,4.443,0,1,0,0,1,1,1,0,1
High,Retail,1,1,5.766,3.777,0,0,0,0,1,0,1,0,1
High,IT,1,1,7.047,24.608,0,0,0,0,0,0,0,1,1
Medium,Healthcare,1,0,7.804,3.346,0,1,0,0,1,1,1,1,1
Low,Retail,1,1,10.369,22.389,0,1,0,0,0,0,1,1,1
Medium,Healthcare,1,0,11.634,4.74,1,1,1,1,1,0,0,1,1
Low,Retail,0,0,10.793,37.132,1,1,1,1,1,0,0,0,1
Medium,Healthcare,1,1,9.72,3.057,0,0,0,0,1,0,0,0,1
High,IT,1,1,599.131,7.964,1,0,0,1,1,1,0,0,1
Low,Education,0,1,71.822,5.557,0,0,1,0,0,1,0,1,1
Medium,Healthcare,0,1,8.419,5.583,0,1,1,0,0,1,0,1,1
Medium,Education,1,1,673.512,7.303,1,0,0,0,0,0,0,0,1
High,Education,1,1,9.154,5.203,1,1,0,1,1,0,0,0,1
Medium,Retail,1,1,9.44,28.435,1,0,1,1,1,1,0,0,1
High,Retail,0,1,9.072,26.681,0,0,0,0,1,1,0,0,1
Medium,Retail,0,1,10.05,5.447,0,0,0,0,1,1,0,1,1
Medium,Healthcare,0,0,6.19,9.109,1,1,0,1,1,1,0,1,1
High,IT,0,1,9.865,38.833,1,0,0,0,1,1,0,1,1
Low,IT,0,1,6.608,7.433,0,1,0,0,1,0,1,1,1
Medium,IT,1,1,6.118,41.482,1,0,1,0,0,1,0,1,1
High,Retail,1,1,9.064,528.11,0,0,1,0,1,1,1,1,1
High,IT,1,1,10.431,4.419,0,0,0,0,0,1,0,0,1
Low,Education,0,1,897.602,5.407,1,1,0,0,1,1,0,1,1
Medium,IT,1,1,8.041,6.947,1,0,0,1,0,1,0,1,1
Low,Education,1,1,8.62,3.784,1,0,0,1,0,0,0,1,1
High,IT,1,1,827.285,8.211,1,1,0,1,1,0,0,1,1
High,Education,1,1,5.748,4.319,1,0,0,0,0,1,0,0,1
Medium,IT,1,0,55.147,5.423,0,0,0,0,1,1,0,0,1
Low,Retail,1,0,7.842,3.083,1,0,1,0,1,1,1,1,1
